Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical
27-08-2014 14:28,24,female,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,Yes,,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know
27-08-2014 14:29,25,Male,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,No,Don't know,No,,Don't know,Maybe,No,No,No,No,No,Don't know
27-08-2014 14:30,25,m,india,TN,No,No,No,NA,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,Maybe,No,No,No,No,Maybe,Don't know
27-08-2014 14:31,30,Female,india,TN,No,No,No,Never,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know
27-08-2014 14:31,25,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,Not sure,Don't know,Yes,,Don't know,No,No,Yes,Yes,No,No,Yes
27-08-2014 14:31,30,Male,india,TN,Yes,No,No,Never,,Yes,Yes,No,Yes,No,No,,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 14:32,33,male,india,TN,Yes,Yes,Yes,Rarely,,No,No,No,No,No,No,,Somewhat difficult,Yes,Yes,No,No,Maybe,No,Yes
27-08-2014 14:32,24,Male,india,TN,No,No,No,NA,,No,Yes,Yes,Not sure,Yes,Yes,,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes
27-08-2014 14:33,25,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,Don't know,,Don't know,Yes,Maybe,Some of them,No,No,No,No
27-08-2014 14:34,31,Male,india,TN,No,No,No,NA,,No,No,Don't know,No,No,No,,Somewhat easy,Maybe,No,No,No,No,Yes,No
27-08-2014 14:37,45,Male,india,TN,Yes,No,Yes,Often,,No,Yes,No,No,No,No,,Very difficult,No,No,No,No,No,No,Don't know
27-08-2014 14:37,29,m,india,TN,No,No,No,NA,,Yes,No,No,Yes,No,No,,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,No
27-08-2014 14:37,46,M,india,TN,No,No,No,Never,,No,Yes,Yes,Not sure,Yes,Don't know,,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know
27-08-2014 14:38,30,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,No,No,Don't know,,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know
27-08-2014 14:38,29,F,india,TN,Yes,No,No,Sometimes,,No,Yes,Yes,Not sure,Don't know,No,,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 14:38,24,Male,india,TN,No,No,No,NA,,No,Yes,Yes,Yes,Don't know,Don't know,,Don't know,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 14:38,29,male,india,TN,No,No,No,NA,,No,Yes,Yes,Yes,Yes,Yes,,Very easy,No,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 14:38,35,Male,india,TN,No,No,No,NA,,No,No,Don't know,Not sure,No,Don't know,,Don't know,No,No,Yes,Yes,No,No,No
27-08-2014 14:39,33,f,india,TN,No,Yes,No,Sometimes,,Yes,Yes,No,Yes,No,No,,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No
27-08-2014 14:39,27,Male,india,TN,No,No,No,Sometimes,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Very easy,Yes,No,No,No,No,Maybe,No
27-08-2014 14:41,36,Male,india,TN,No,No,No,NA,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know
27-08-2014 14:41,33,Male,india,TN,No,No,No,Rarely,,Yes,Yes,Don't know,No,No,No,,Don't know,Yes,Maybe,No,No,No,Maybe,No
27-08-2014 14:44,25,F,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 14:45,23,Male,india,TN,No,Yes,Yes,Sometimes,,No,No,Don't know,No,No,No,,Don't know,No,No,Yes,Yes,Maybe,Yes,Don't know
27-08-2014 14:45,54,M,india,TN,No,Yes,Yes,Never,,No,Yes,Don't know,No,Yes,Yes,,Don't know,No,No,No,Yes,No,No,Don't know
27-08-2014 14:47,22,Male,india,TN,No,No,No,Sometimes,,No,Yes,Don't know,No,Don't know,Don't know,,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know
27-08-2014 14:47,25,non-binary,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,Don't know,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes
27-08-2014 14:49,29,Male,india,TN,No,No,No,Often,,No,No,Don't know,No,No,No,,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,Don't know
27-08-2014 14:49,27,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Yes,,Don't know,No,No,No,No,No,Yes,Yes
27-08-2014 14:51,30,Male,india,TN,No,No,No,Never,,No,Yes,No,No,No,Don't know,,Very easy,No,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 14:52,26,male,india,TN,No,Yes,Yes,Often,,No,Yes,Yes,Not sure,Don't know,Yes,,Don't know,Maybe,No,Some of them,No,No,No,Don't know
27-08-2014 14:52,25,Female,india,TN,No,Yes,No,Sometimes,,No,Yes,Yes,Yes,Yes,No,,Somewhat easy,No,No,Some of them,Yes,No,No,No
27-08-2014 14:53,31,Male,india,TN,No,No,Yes,Sometimes,,No,No,No,Yes,No,Don't know,,Don't know,No,No,Some of them,No,No,No,No
27-08-2014 14:54,33,M,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,No,,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know
27-08-2014 14:54,34,M,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,Don't know,Yes,,Don't know,Maybe,Maybe,No,No,No,No,Don't know
27-08-2014 14:57,34,Male,india,TN,No,No,Yes,Sometimes,,Yes,Yes,No,No,No,No,,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 14:58,29,M,india,TN,Yes,No,No,NA,,Yes,Yes,No,Yes,No,No,,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes
27-08-2014 14:59,33,Femake,india,TN,No,No,No,NA,,No,Yes,No,No,No,No,,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,Don't know
27-08-2014 15:03,34,male,india,TN,Yes,Yes,Yes,Rarely,,Yes,Yes,No,No,No,Don't know,,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes
27-08-2014 15:04,26,male,india,TN,Yes,Yes,Yes,Rarely,,Yes,No,No,No,No,Don't know,,Don't know,Maybe,No,Some of them,Yes,No,Yes,No
27-08-2014 15:05,32,Male,india,TN,No,Yes,Yes,Rarely,,No,No,Yes,Yes,Yes,Yes,,Don't know,No,No,Some of them,Yes,No,Yes,Yes
27-08-2014 15:05,329,Male,india,TN,No,No,Yes,Often,,Yes,Yes,Yes,Yes,No,No,,Don't know,Maybe,No,Some of them,No,No,No,No
27-08-2014 15:09,28,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,Don't know,,Somewhat difficult,Maybe,Maybe,No,No,No,No,No
27-08-2014 15:11,35,Male,india,TN,No,Yes,No,NA,,No,Yes,Yes,No,Yes,Yes,,Very easy,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:13,36,Male,india,TN,No,Yes,Yes,Often,,No,Yes,No,Yes,No,No,,Very easy,No,No,Some of them,Some of them,No,No,Don't know
27-08-2014 15:14,21,Male,india,TN,No,Yes,Yes,Rarely,,No,Yes,Yes,No,No,Don't know,,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know
27-08-2014 15:15,21,Male,india,TN,No,No,Yes,Sometimes,,No,No,Don't know,Not sure,No,No,,Very easy,Yes,No,Some of them,No,No,Maybe,No
27-08-2014 15:15,22,F,india,TN,No,No,No,NA,,No,Yes,Yes,No,Yes,Yes,,Somewhat easy,No,No,No,Some of them,No,No,Yes
27-08-2014 15:20,41,m,india,TN,No,Yes,Yes,Often,,No,Yes,Yes,No,Yes,Yes,,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No
27-08-2014 15:21,55,M,india,TN,No,Yes,Yes,Rarely,,No,Yes,Yes,Yes,Yes,Yes,,Very easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 15:22,32,F,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 15:22,21,F,india,TN,No,Yes,Yes,Rarely,,No,Yes,Don't know,Not sure,Don't know,No,,Somewhat easy,Yes,No,Some of them,No,No,Yes,Don't know
27-08-2014 15:22,45,M,india,TN,No,No,Yes,Never,,Yes,Yes,Yes,Yes,Don't know,Don't know,,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know
27-08-2014 15:22,27,female,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,Yes,No,No,,Don't know,Yes,Maybe,No,No,No,No,No
27-08-2014 15:22,25,Female,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,Don't know,No,No,No,,Don't know,Maybe,No,Some of them,Yes,No,No,Yes
27-08-2014 15:22,34,woman,india,TN,No,Yes,Yes,Rarely,,No,No,Yes,Yes,Yes,Yes,,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes
27-08-2014 15:23,26,F,india,TN,No,Yes,Yes,Never,,No,Yes,Yes,Yes,No,Yes,,Don't know,Maybe,No,No,No,No,No,Don't know
27-08-2014 15:23,41,Male,india,TN,No,No,Yes,Never,,No,Yes,Yes,Not sure,No,Don't know,,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know
27-08-2014 15:23,27,Male,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,No,Yes,Yes,,Don't know,No,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 15:23,31,Make,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,Yes,No,No,No,,Don't know,No,No,Yes,Yes,No,No,Don't know
27-08-2014 15:23,25,Male,india,TN,No,Yes,Yes,Often,,Yes,Yes,No,No,No,No,,Somewhat easy,No,No,Yes,Yes,No,Yes,No
27-08-2014 15:23,26,M,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,No,No,No,,Don't know,Yes,Yes,Some of them,No,No,No,No
27-08-2014 15:23,27,female,india,TN,No,Yes,Yes,Rarely,,Yes,Yes,Yes,Yes,No,Don't know,,Don't know,Maybe,Maybe,No,Yes,No,No,Don't know
27-08-2014 15:23,42,Male,india,TN,No,No,No,Never,,No,Yes,Don't know,Not sure,No,No,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know
27-08-2014 15:24,29,Nah,india,TN,Yes,Yes,Yes,Sometimes,,Yes,Yes,Yes,Yes,No,No,,Very difficult,Yes,No,Some of them,No,No,Maybe,No
27-08-2014 15:24,25,female,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,No,,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know
27-08-2014 15:24,33,Female,india,TN,No,Yes,Yes,Rarely,,No,Yes,Yes,Yes,No,Yes,,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know
27-08-2014 15:24,99999999999,All,india,TN,Yes,Yes,Yes,Often,,No,Yes,No,Yes,No,No,,Very difficult,Yes,Yes,No,No,Yes,No,No
27-08-2014 15:24,40,female,india,TN,No,Yes,Yes,Rarely,,No,No,Yes,No,Don't know,Don't know,,Somewhat easy,Maybe,Maybe,No,No,No,No,Don't know
27-08-2014 15:24,31,Male,india,TN,No,No,No,Never,,No,Yes,Don't know,No,No,Don't know,,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know
27-08-2014 15:24,26,Male,india,TN,No,Yes,Yes,Often,,Yes,Yes,Don't know,No,Don't know,Don't know,,Very easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 15:24,24,female,india,TN,No,Yes,No,NA,,No,No,No,No,No,No,,Very difficult,Yes,Maybe,No,No,No,Maybe,No
27-08-2014 15:25,29,Male,india,TN,No,No,No,Never,,No,No,Yes,Not sure,No,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know
27-08-2014 15:25,48,M,india,TN,No,No,No,NA,,No,Yes,Don't know,No,No,No,,Don't know,Maybe,Maybe,No,No,No,No,No
27-08-2014 15:25,35,Male,india,TN,No,No,No,Sometimes,,No,Yes,No,No,No,No,,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No
27-08-2014 15:25,32,female,india,TN,No,No,No,Never,,No,Yes,Don't know,Not sure,No,No,,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know
27-08-2014 15:25,29,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes
27-08-2014 15:26,26,Male,india,TN,No,Yes,Yes,Often,,No,Yes,Yes,Yes,No,No,,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No
27-08-2014 15:26,28,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,,Don't know,Maybe,No,Some of them,No,No,Maybe,No
27-08-2014 15:26,23,male,india,TN,No,No,No,NA,,No,Yes,Don't know,No,No,Don't know,,Don't know,No,No,Some of them,Yes,No,Maybe,No
27-08-2014 15:26,35,M,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,No
27-08-2014 15:27,29,male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,No,No,No,,Very easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know
27-08-2014 15:27,26,Male,india,TN,No,Yes,No,NA,,No,Yes,Yes,Yes,No,Yes,,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No
27-08-2014 15:27,33,Male,india,TN,No,Yes,Yes,Never,,Yes,Yes,Yes,Yes,Yes,Yes,,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes
27-08-2014 15:27,33,Male,india,TN,No,No,No,NA,,Yes,Yes,Don't know,No,Don't know,Don't know,,Don't know,Yes,No,Some of them,No,No,Maybe,Yes
27-08-2014 15:28,22,Male,india,TN,Yes,No,No,Never,,Yes,Yes,Don't know,No,No,No,,Somewhat easy,No,No,Yes,Yes,Maybe,No,Don't know
27-08-2014 15:28,30,female,india,TN,No,Yes,No,NA,,No,Yes,No,No,No,No,,Don't know,Yes,Maybe,No,No,No,No,Don't know
27-08-2014 15:29,33,male,india,TN,No,Yes,Yes,Often,,Yes,Yes,Yes,Yes,No,No,,Somewhat easy,Yes,No,No,No,No,No,No
27-08-2014 15:29,31,Female,india,TN,No,Yes,Yes,Rarely,,No,No,Don't know,Not sure,No,Don't know,,Very difficult,Yes,Maybe,No,No,No,Maybe,No
27-08-2014 15:29,21,male,india,TN,No,Yes,No,Never,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 15:30,31,Enby,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,No,No,No,,Don't know,Yes,Maybe,No,No,No,Yes,Yes
27-08-2014 15:31,26,F,india,TN,No,No,Yes,Sometimes,,Yes,Yes,Don't know,Not sure,Don't know,Don't know,,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes
27-08-2014 15:31,30,Male,india,TN,No,Yes,No,Often,,No,Yes,Don't know,No,No,Don't know,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:31,30,fluid,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,No,,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No
27-08-2014 15:31,23,Male,India,TN,No,No,No,NA,,No,Yes,No,No,No,No,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No
27-08-2014 15:31,34,Male,india,TN,No,No,No,Never,,No,Yes,No,No,No,No,,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know
27-08-2014 15:31,55,M,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,No,Yes,No,Don't know,,Don't know,Yes,Maybe,No,No,No,No,No
27-08-2014 15:32,28,male,india,TN,No,Yes,Yes,Rarely,,Yes,Yes,Yes,No,No,No,,Very easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 15:32,26,M,india,TN,No,No,No,NA,,Yes,Yes,Don't know,No,Don't know,No,,Don't know,No,No,Some of them,No,No,Yes,Don't know
27-08-2014 15:32,28,Male,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,Yes,Yes,Yes,No,,Very easy,No,No,Yes,Yes,Yes,Yes,Yes
27-08-2014 15:34,32,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,No,No,No,Don't know,,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:34,28,Female,india,TN,No,No,Yes,Rarely,,No,No,Yes,Yes,No,Don't know,,Don't know,Maybe,No,No,No,No,No,Don't know
27-08-2014 15:34,21,M,india,TN,No,No,No,Sometimes,,No,No,Don't know,Not sure,No,Yes,,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes
27-08-2014 15:35,24,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,No,Yes,No,No,,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No
27-08-2014 15:35,26,Female,india,TN,No,No,No,NA,,No,No,Yes,Not sure,Yes,Don't know,,Don't know,Maybe,No,Some of them,No,No,No,Don't know
27-08-2014 15:35,23,Male,india,TN,No,No,No,NA,,No,No,Yes,No,No,No,,Don't know,No,No,Yes,No,No,Yes,Don't know
27-08-2014 15:36,24,Female,india,TN,No,No,No,NA,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes
27-08-2014 15:36,28,Male,india,TN,Yes,No,No,Never,,Yes,Yes,Don't know,No,No,No,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes
27-08-2014 15:38,24,F,india,TN,No,Yes,Yes,Rarely,,No,Yes,No,No,No,No,,Very easy,Yes,No,No,Some of them,No,Yes,Yes
27-08-2014 15:38,33,male,india,TN,Yes,No,Yes,Often,,Yes,Yes,No,No,No,No,,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know
27-08-2014 15:38,34,male,india,TN,No,No,No,Sometimes,,No,Yes,Don't know,No,No,No,,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know
27-08-2014 15:38,27,female,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,No,,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 15:38,28,Male,india,TN,No,No,No,Never,,No,Yes,Don't know,No,No,Don't know,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:39,26,Male,india,TN,No,No,No,NA,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:40,20,Male,india,TN,No,No,No,NA,,Yes,Yes,Don't know,Not sure,Don't know,Don't know,,Very easy,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:43,23,female,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,No,Don't know,,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know
27-08-2014 15:43,29,Male,india,TN,No,Yes,Yes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes
27-08-2014 15:43,26,Male,india,TN,No,Yes,No,Sometimes,,No,Yes,No,No,No,No,,Don't know,Maybe,Maybe,No,No,No,Maybe,No
27-08-2014 15:43,36,Male,india,TN,No,No,No,Rarely,,Yes,Yes,Yes,No,Yes,Don't know,,Somewhat easy,Maybe,No,No,No,No,No,Don't know
27-08-2014 15:44,41,m,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Yes,,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes
27-08-2014 15:44,33,female,india,TN,No,No,No,NA,,Yes,Yes,Yes,No,Don't know,No,,Don't know,No,No,Some of them,Yes,No,No,Yes
27-08-2014 15:46,23,M,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,,Very easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 15:46,39,Male,india,TN,No,Yes,No,Often,,No,Yes,Yes,No,No,Don't know,,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No
27-08-2014 15:47,34,M,india,TN,No,Yes,No,NA,,No,Yes,Yes,Not sure,Don't know,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 15:47,26,F,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No
27-08-2014 15:50,24,Male,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,Yes,Yes,No,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 15:51,37,Male,india,TN,No,Yes,Yes,Rarely,,No,No,Yes,Yes,Yes,Yes,,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 15:53,43,Male,india,TN,Yes,Yes,Yes,Often,,Yes,Yes,Yes,Yes,No,No,,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes
27-08-2014 15:53,40,Genderqueer,india,TN,No,Yes,No,Never,,No,Yes,Yes,Yes,Yes,Don't know,,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Yes
27-08-2014 15:54,30,male,india,TN,No,Yes,Yes,Often,,No,Yes,Yes,Yes,Yes,No,,Very difficult,Yes,No,Some of them,No,No,No,No
27-08-2014 15:55,34,M,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,No,,Don't know,Yes,Yes,Some of them,No,No,No,Don't know
27-08-2014 15:55,27,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,Not sure,No,Don't know,,Don't know,Yes,No,No,No,No,Yes,Don't know
27-08-2014 15:55,36,Male,india,TN,No,No,No,Sometimes,,No,Yes,Don't know,No,No,No,,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know
27-08-2014 15:56,27,Male,india,TN,No,No,No,Rarely,,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No
27-08-2014 15:58,35,Male,india,TN,No,Yes,No,Never,,No,Yes,Yes,No,No,No,,Don't know,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 15:59,32,Male,india,TN,No,No,No,Never,,No,Yes,No,No,No,No,,Don't know,Maybe,No,Some of them,No,No,Yes,Yes
27-08-2014 15:59,37,M,india,TN,No,No,No,NA,,No,Yes,Yes,No,No,No,,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 16:00,29,Male,india,TN,No,No,No,NA,,No,Yes,Don't know,No,Don't know,Don't know,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes
27-08-2014 16:01,33,Female ,india,TN,No,No,No,Never,,No,Yes,Yes,Not sure,Yes,Yes,,Very easy,Maybe,No,Some of them,Yes,No,No,Yes
27-08-2014 16:01,28,Make,india,TN,No,No,No,Sometimes,,Yes,Yes,No,Yes,No,No,,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know
27-08-2014 16:02,26,Female,india,TN,No,Yes,No,Never,,No,Yes,Don't know,Not sure,No,No,,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No
27-08-2014 16:03,27,M,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,Don't know,No,Yes,Don't know,,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 16:04,38,Male,india,TN,Yes,No,Yes,Sometimes,,Yes,Yes,No,No,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes
27-08-2014 16:06,57,M,india,TN,No,Yes,Yes,Rarely,,No,Yes,Yes,Yes,No,No,,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No
27-08-2014 16:07,28,Male,India,TN,No,No,Yes,Sometimes,,No,Yes,No,No,No,No,,Very difficult,Yes,Maybe,No,Some of them,No,Maybe,No
27-08-2014 16:10,26,male,india,TN,No,No,No,Never,,No,Yes,No,Yes,No,No,,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,No
27-08-2014 16:11,42,f,india,TN,No,No,Yes,Rarely,,Yes,Yes,Yes,Yes,No,No,,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know
27-08-2014 16:13,31,Male,india,TN,No,No,Yes,Sometimes,,Yes,Yes,Yes,Yes,Yes,Yes,,Very easy,No,No,Some of them,Yes,No,No,Yes
27-08-2014 16:13,58,Male,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes
27-08-2014 16:13,29,Male,india,TN,No,No,No,Sometimes,,No,Yes,Don't know,No,No,No,,Very difficult,Yes,No,No,No,No,Maybe,No
27-08-2014 16:14,39,Female,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,No,Yes,,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No
27-08-2014 16:14,34,Male,india,TN,No,No,No,Sometimes,,Yes,Yes,Don't know,No,No,No,,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Don't know
27-08-2014 16:15,57,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Not sure,Yes,Yes,,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know
27-08-2014 16:15,27,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,No,Not sure,No,No,,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No
27-08-2014 16:16,23,male,india,TN,Yes,Yes,Yes,Often,,Yes,Yes,Don't know,No,Don't know,Don't know,,Don't know,No,Maybe,Yes,Yes,Maybe,Yes,Don't know
27-08-2014 16:16,18,male,india,TN,No,No,No,NA,,Yes,No,Don't know,No,No,Don't know,,Very easy,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 16:17,30,female,india,TN,No,No,No,NA,,No,Yes,Don't know,Not sure,No,No,,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know
27-08-2014 16:17,23,Male,india,TN,No,No,No,Never,,No,No,Don't know,Not sure,Don't know,Don't know,,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes
27-08-2014 16:18,43,M,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,Yes,Maybe,No,No,No,Yes,Don't know
27-08-2014 16:19,18,Female,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know
27-08-2014 16:19,29,male,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,Yes,No,No,,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know
27-08-2014 16:20,48,M,india,TN,No,No,No,Never,,No,Yes,Don't know,No,No,Don't know,,Don't know,Maybe,No,No,No,No,Maybe,Don't know
